participant,1401,1402,1403,1404,1405,1406,1407,1408,1409,1410,1411,1412,1413,1414,1415,1416
Meghan,LOSE,WIN,LOSE,LOSE,LOSE,WIN,LOSE,WIN,IN,WIN,WIN,WIN,IN,IN,IN,WINNER
T,LOSE,WIN,LOSE,LOSE,LOSE,WIN,LOSE,WIN,IN,WIN,LOSE,LOSE,IN,IN,IN,RUNNER-UP
Michelle,LOSE,WIN,LOSE,LOSE,LOSE,WIN,LOSE,WIN,IN,WIN,NOM,LOSE,NOM,NOM,OUT
Milly,WIN,LOSE,LOSE,WIN,WIN,LOSE,WIN,LOSE,IN,LOSE,WIN,WIN,IN,NOM,OUT
Nick,WIN,LOSE,NOM,WIN,WIN,NOM,WIN,LOSE,IN,LOSE,WIN,WIN,IN,OUT
Josh,WIN,LOSE,LOSE,WIN,WIN,LOSE,WIN,NOM,IN,NOM,NOM,NOM,OUT
Alison,LOSE,WIN,LOSE,LOSE,LOSE,WIN,LOSE,WIN,IN,WIN,LOSE,OUT
Randy,WIN,LOSE,LOSE,WIN,WIN,LOSE,WIN,NOM,NOM,NOM,OUT
Christine,NOM,WIN,NOM,LOSE,LOSE,WIN,NOM,WIN,OUT
Adam,WIN,LOSE,LOSE,WIN,WIN,LOSE,WIN,OUT
Bret,WIN,LOSE,LOSE,WIN,WIN,LOSE,WIN,LEFT
Sarah,LOSE,WIN,LOSE,NOM,NOM,WIN,OUT
Brendan,WIN,LOSE,LOSE,WIN,WIN,OUT
Monique,NOM,WIN,LOSE,NOM,OUT
Mieka,LOSE,WIN,NOM,OUT
Michael,WIN,NOM,OUT
Cameron,WIN,OUT
Chrissa,OUT